county_fips_code,the_number_of_providers,the_average_supply_level,social_vulnerability_index_svi,cvac_level_of_concern_for_vaccination_rollout,percent_adults_fully_vaccinated_against_covid_19_as_of_6_10_21,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,masks_order_code,completeness_pct,metro_status,series_complete_pop_pct,series_complete_yes,series_complete_pop_pct_svi,series_complete_pop_pct_ur_equity,general_gb_order_code,general_gb_order_group,general_or_under_6ft_bans_gatherings_over,stay_at_home_order_code,community_transmission_level,avg_asthma,avg_chd,avg_checkup,avg_copd,avg_smoking,avg_depression,avg_diabetes,avg_ghlth,avg_lpa,avg_mhlth,avg_obesity,avg_sleep
2326,28,0.6428571428571429,0.81,0.65,0.372,140,275,0.0556,2,51.1,1,30.9,7231.0,14.0,6.0,0,4,7,2,1,10.8,8.9,77.3,12.35,25.683333333333334,24.316666666666666,13.9,27.233333333333334,36.28333333333333,18.75,38.88333333333333,38.68333333333333
2327,350,0.18571428571428572,0.09,0.05,0.489,2,8,0.0258,2,51.1,0,38.3,158406.0,2.0,2.0,0,4,7,2,2,7.9484375,3.5609375,78.3984375,4.0984375,11.634375,16.403125,7.2640625,11.9078125,20.196875,11.109375,27.1265625,35.659375
2328,28,0.5357142857142857,0.33,0.21,0.031,52,101,0.0423,2,51.1,1,2.5,944.0,5.0,5.0,0,4,7,2,2,10.416666666666666,6.916666666666667,79.01666666666667,8.9,19.966666666666665,21.983333333333334,12.6,21.666666666666668,31.583333333333332,15.666666666666666,36.21666666666667,39.2
2329,10,-0.7,0.86,0.5,0.335,96,219,0.0497,2,51.1,1,27.4,3347.0,13.0,5.0,0,4,7,2,3,10.7,8.166666666666666,79.66666666666667,10.3,22.9,20.133333333333333,15.6,26.3,34.4,16.4,41.233333333333334,40.333333333333336
2330,6,0.0,0.16,0.32,0.431,53,93,0.0417,2,51.1,1,35.6,4721.0,2.0,6.0,0,4,7,2,1,9.85,7.3,79.55,9.05,19.8,21.35,12.2,20.55,29.5,14.9,33.35,39.15
2331,1,4.0,0.02,0.1,0.476,54,111,0.0424,2,51.1,0,40.7,3597.0,3.0,3.0,0,4,7,2,1,9.45,8.3,82.3,9.3,16.7,20.1,13.45,19.9,27.85,13.35,33.05,34.65
2332,34,0.11764705882352941,0.78,0.44,0.111,96,219,0.0497,2,51.1,1,9.4,2866.0,13.0,5.0,0,4,7,2,2,10.677777777777777,8.655555555555555,81.53333333333333,10.233333333333333,20.833333333333332,19.366666666666667,16.08888888888889,25.3,35.144444444444446,15.4,42.81111111111111,38.55555555555556
2333,7,-0.8571428571428571,0.2,0.17,0.508,54,111,0.0424,2,51.1,1,43.4,4594.0,3.0,7.0,0,4,7,2,1,9.85,8.325,81.65,9.675,19.1,20.475,14.5,22.05,30.45,13.95,35.375,36.625
2334,96,0.23958333333333334,0.3,0.12,0.247,62,143,0.0432,2,51.1,0,21.9,21628.0,5.0,1.0,0,4,7,2,1,9.70625,4.7875,74.8375,6.1,16.25625,21.65,7.80625,15.26875,24.525,16.1875,28.43125,37.7375
2335,10,1.1,0.3,0.23,0.242,52,101,0.0423,2,51.1,0,20.4,3051.0,5.0,1.0,0,4,7,2,1,9.8,7.566666666666666,80.73333333333333,9.133333333333333,19.233333333333334,20.866666666666667,12.966666666666667,20.733333333333334,30.066666666666666,14.233333333333333,34.166666666666664,36.63333333333333
2336,19,0.05263157894736842,0.01,0.12,0.228,42,72,0.0399,2,51.1,0,18.8,4347.0,1.0,1.0,0,4,7,2,2,9.5,5.5,79.23333333333333,7.033333333333333,18.466666666666665,20.8,10.366666666666667,17.2,25.866666666666667,13.933333333333334,33.5,37.9
2337,22,0.3181818181818182,0.68,0.3,0.51,54,111,0.0424,2,51.1,1,41.6,4873.0,11.0,7.0,0,4,7,2,1,10.7,8.833333333333334,82.3,10.2,18.966666666666665,18.633333333333333,16.566666666666666,25.066666666666666,34.233333333333334,14.666666666666666,38.9,39.53333333333333
2338,7,0.0,0.12,0.1,0.238,54,111,0.0424,2,51.1,1,20.6,2492.0,1.0,5.0,0,4,7,2,1,9.9,9.1,83.6,10.0,16.766666666666666,18.733333333333334,15.5,22.233333333333334,30.866666666666667,13.1,33.166666666666664,36.13333333333333
2339,21,-0.047619047619047616,0.91,0.75,0.155,96,219,0.0497,2,51.1,1,12.7,1938.0,13.0,5.0,0,4,7,2,1,10.566666666666666,7.933333333333334,80.0,9.866666666666667,22.1,19.733333333333334,15.233333333333333,25.4,36.46666666666667,16.166666666666668,38.666666666666664,41.666666666666664
2340,46,0.6956521739130435,0.47,0.19,0.057,53,93,0.0417,2,51.1,1,4.6,1718.0,5.0,5.0,0,4,7,2,2,9.96,6.86,79.9,8.54,19.52,20.88,11.98,19.66,28.64,14.78,33.84,38.22
2341,17,0.29411764705882354,0.39,0.57,0.107,79,159,0.0463,2,51.1,1,8.7,2088.0,5.0,5.0,0,4,7,2,2,10.12,7.8,77.96,10.24,22.48,22.48,12.32,22.5,33.04,16.36,35.54,37.44
2342,24,0.4166666666666667,0.64,0.36,0.24,76,184,0.0461,2,51.1,1,20.4,3599.0,9.0,5.0,0,4,7,2,2,10.025,8.875,80.2,10.875,21.45,22.525,13.7,24.125,31.725,15.85,34.075,39.225
2343,16,-0.125,0.64,0.44,0.2,76,184,0.0461,2,51.1,1,16.7,10074.0,9.0,5.0,0,4,7,2,2,10.76875,7.94375,80.85,10.175,22.4625,21.525,14.625,24.45625,33.725,16.19375,39.66875,38.19375
2344,17,1.0588235294117647,0.01,0.12,0.018,42,72,0.0399,2,51.1,0,1.5,444.0,1.0,1.0,0,4,7,2,1,9.28,5.18,77.98,6.5,18.14,19.1,9.84,17.06,26.08,13.6,34.18,37.72
2345,40,0.4,0.73,0.49,0.026,96,219,0.0497,2,51.1,1,2.2,500.0,9.0,5.0,0,4,7,2,1,10.78,5.48,78.1,6.84,17.56,21.5,10.6,18.52,27.68,16.78,31.76,38.54
2346,9,-0.3333333333333333,0.32,0.28,0.145,82,207,0.0469,2,51.1,0,11.4,4390.0,5.0,1.0,0,4,7,2,0,9.842857142857143,5.057142857142857,79.0,6.685714285714286,20.6,19.17142857142857,10.742857142857144,19.0,28.557142857142857,15.028571428571428,39.91428571428571,40.785714285714285
2347,365,0.40821917808219177,0.3,0.17,0.538,23,41,0.0345,2,51.1,0,41.8,196399.0,7.0,3.0,0,4,7,2,2,8.891463414634146,3.9719512195121953,77.40487804878049,5.0268292682926825,15.314634146341463,18.26951219512195,8.715853658536586,16.03048780487805,25.141463414634146,13.039024390243902,29.798780487804876,41.928048780487806
2348,67,0.8507462686567164,0.48,0.25,0.174,62,143,0.0432,2,51.1,0,14.9,5058.0,5.0,1.0,0,4,7,2,3,9.85,7.5,79.375,9.5,20.7375,21.875,12.1625,20.8125,31.0,15.4,35.3875,38.875
2349,6,-0.5,0.02,0.21,0.234,53,93,0.0417,2,51.1,0,20.0,1471.0,1.0,1.0,0,4,7,2,1,9.4,6.95,80.2,8.2,16.75,20.65,11.35,18.05,27.2,13.2,33.25,35.85
2350,90,0.17777777777777778,0.13,0.01,0.018,44,79,0.0401,2,51.1,0,1.5,1429.0,1.0,1.0,0,4,7,2,3,8.977777777777778,6.2444444444444445,79.81666666666666,7.4222222222222225,15.677777777777777,20.044444444444444,10.916666666666666,16.927777777777777,26.68888888888889,13.15,29.33888888888889,34.46666666666667
2351,10,0.0,0.14,0.19,0.142,81,167,0.0467,2,51.1,1,12.0,2713.0,1.0,5.0,0,4,7,2,0,9.95,8.275,79.575,10.0,19.95,21.875,12.85,21.325,29.85,15.1,33.45,37.9
2352,37,0.918918918918919,0.32,0.43,0.13,65,144,0.0441,2,51.1,0,10.6,8711.0,5.0,1.0,0,4,7,2,2,9.726315789473684,6.684210526315789,77.06315789473685,8.726315789473684,19.278947368421054,22.457894736842107,10.742105263157894,19.936842105263157,29.75263157894737,15.294736842105264,34.54210526315789,35.96842105263158
2353,30,0.36666666666666664,0.45,0.54,0.289,140,275,0.0556,2,51.1,1,24.1,6419.0,5.0,5.0,0,4,7,2,3,10.67142857142857,8.3,77.47142857142858,11.542857142857143,25.32857142857143,24.857142857142858,13.028571428571428,25.228571428571428,34.77142857142857,17.757142857142856,38.32857142857143,38.81428571428572
2354,27,-0.1111111111111111,0.68,0.41,0.324,140,275,0.0556,2,51.1,0,27.7,5964.0,9.0,1.0,0,4,7,2,1,10.383333333333333,8.533333333333333,79.1,11.283333333333333,22.033333333333335,24.816666666666666,13.2,24.2,32.61666666666667,16.916666666666668,36.96666666666667,37.25
2355,39,0.4358974358974359,0.36,0.54,0.312,79,159,0.0463,2,51.1,1,25.4,11071.0,5.0,5.0,0,4,7,2,1,9.355555555555556,7.2444444444444445,79.02222222222223,9.1,18.5,21.0,11.744444444444444,20.066666666666666,29.444444444444443,14.766666666666667,34.37777777777778,36.34444444444444
2356,54,0.6111111111111112,0.75,0.41,0.273,97,201,0.0495,2,51.1,1,22.7,6832.0,13.0,5.0,0,4,7,2,1,10.533333333333333,8.38888888888889,78.66666666666667,10.922222222222222,23.433333333333334,23.733333333333334,12.9,23.844444444444445,32.166666666666664,17.266666666666666,39.5,36.98888888888889
2357,3,-0.6666666666666666,0.48,0.44,0.07,66,140,0.0434,2,51.1,1,5.9,1034.0,5.0,5.0,0,4,7,2,1,10.26,7.48,80.86,8.94,21.36,19.4,15.34,24.0,33.86,15.22,42.5,42.96
2358,119,0.3445378151260504,0.22,0.13,0.118,55,108,0.0421,2,51.1,0,9.2,12491.0,1.0,1.0,0,4,7,2,2,9.49,4.85,77.11333333333333,6.336666666666667,17.363333333333333,20.883333333333333,9.666666666666666,17.163333333333334,27.343333333333334,14.276666666666667,33.39333333333333,38.586666666666666
2359,126,0.30158730158730157,0.15,0.21,0.34,40,83,0.0395,2,51.1,0,26.4,40310.0,1.0,1.0,0,4,7,2,2,9.174074074074074,4.0962962962962965,78.24814814814815,5.311111111111111,15.507407407407408,19.607407407407408,8.066666666666666,14.655555555555555,23.607407407407408,13.577777777777778,32.95185185185185,36.803703703703704
2360,4,0.0,0.37,0.46,0.334,82,207,0.0469,2,51.1,1,28.1,1803.0,5.0,5.0,0,4,7,2,2,10.75,7.45,81.8,9.05,20.5,19.3,15.7,24.5,34.25,15.5,39.95,41.95
2361,4,0.0,0.91,0.68,0.094,82,207,0.0469,2,51.1,0,8.1,899.0,13.0,1.0,0,4,7,2,2,10.32,6.44,80.06,8.14,22.52,17.64,14.2,24.36,34.4,15.78,41.7,43.38
2362,62,0.7419354838709677,0.59,0.52,0.27,140,275,0.0556,2,51.1,1,22.4,9079.0,9.0,5.0,0,4,7,2,0,10.527272727272727,8.090909090909092,78.2909090909091,10.99090909090909,23.354545454545455,23.8,12.718181818181819,24.363636363636363,33.027272727272724,17.19090909090909,36.49090909090909,39.4
2363,33,0.15151515151515152,0.26,0.39,0.045,79,159,0.0463,2,51.1,0,3.6,1442.0,5.0,1.0,0,4,7,2,3,9.8875,6.1625,77.8625,8.0375,20.0875,21.6625,10.4625,19.025,28.3625,15.4,33.75,39.85
2364,73,0.5753424657534246,0.36,0.07,0.368,97,201,0.0495,2,51.1,0,31.0,16679.0,6.0,2.0,0,4,7,2,1,9.938461538461539,7.369230769230769,78.93846153846154,9.438461538461539,19.6,22.33076923076923,11.46923076923077,20.46153846153846,30.584615384615386,15.415384615384616,36.146153846153844,37.43846153846154
2365,14,0.14285714285714285,0.29,0.52,0.144,54,111,0.0424,2,51.1,1,11.9,2138.0,5.0,5.0,0,4,7,2,2,10.275,7.875,81.025,9.35,19.4,20.075,14.475,23.05,31.75,14.6,35.55,37.375
2366,73,0.5068493150684932,0.86,0.54,0.218,140,275,0.0556,2,51.1,1,18.1,6756.0,13.0,5.0,0,4,7,2,2,11.072727272727272,8.045454545454545,77.51818181818182,11.309090909090909,25.563636363636363,25.4,13.090909090909092,26.172727272727272,37.17272727272727,18.654545454545456,39.06363636363636,42.35454545454545
2367,34,0.0,0.4,0.35,0.204,97,201,0.0495,2,51.1,1,16.8,4833.0,5.0,5.0,0,4,7,2,0,9.866666666666667,7.45,77.75,9.633333333333333,21.016666666666666,22.583333333333332,12.0,21.616666666666667,31.75,16.033333333333335,34.61666666666667,36.833333333333336
2368,76,0.3026315789473684,0.2,0.01,0.416,17,35,0.0328,2,51.1,0,33.3,22751.0,2.0,2.0,0,4,7,2,2,8.935714285714285,4.935714285714286,79.29285714285714,5.707142857142857,14.67142857142857,19.064285714285713,9.264285714285714,14.664285714285715,23.535714285714285,12.707142857142857,30.85,37.90714285714286
2369,178,0.3258426966292135,0.2,0.16,0.278,10,24,0.0288,2,51.1,0,23.7,37860.0,1.0,1.0,0,4,7,2,1,8.626315789473685,3.6736842105263157,76.53157894736842,4.1,12.555263157894737,18.478947368421053,7.565789473684211,12.65,20.021052631578947,11.802631578947368,27.555263157894736,34.66842105263158
2370,33,-0.06060606060606061,0.75,0.35,0.494,97,201,0.0495,2,51.1,0,41.0,6878.0,15.0,3.0,0,4,7,2,3,11.15,8.85,77.975,11.65,22.875,23.6,13.75,25.65,34.675,18.075,37.1,39.125
2371,15,0.5333333333333333,0.32,0.36,0.4015680100755668,81,167,0.0467,2,0.0,1,0.0,0.0,13.0,5.0,0,4,7,2,0,11.3,8.3,77.4,11.3,24.0,24.5,13.2,25.1,34.3,19.2,35.8,38.8
2372,69,0.08695652173913043,0.41,0.16,0.061,24,44,0.0349,2,51.1,0,5.3,2501.0,5.0,1.0,0,4,7,2,2,10.075,4.133333333333333,76.78333333333333,5.383333333333333,15.816666666666666,20.791666666666668,7.925,15.791666666666666,25.166666666666668,16.258333333333333,30.275,37.31666666666667
2373,225,0.26666666666666666,0.26,0.07,0.119,54,125,0.0419,2,51.1,0,9.5,23158.0,5.0,1.0,0,4,7,2,2,10.217073170731707,5.0024390243902435,80.91707317073171,6.495121951219512,17.465853658536584,19.221951219512196,10.78048780487805,17.758536585365853,27.502439024390245,14.421951219512195,36.52682926829268,41.38780487804878
2374,48,0.5208333333333334,0.57,0.25,0.008,82,207,0.0469,2,51.1,0,0.7,115.0,9.0,1.0,0,4,7,2,1,9.82,7.16,79.72,8.54,18.18,20.38,11.82,19.84,29.6,14.9,33.74,37.22
2375,27,0.07407407407407407,0.46,0.29,0.4015680100755668,39,69,0.0394,2,0.0,1,0.0,0.0,13.0,5.0,0,4,7,2,0,10.15,7.75,79.45,9.75,21.0,21.7,13.1,22.55,31.8,15.95,34.5,38.05
2376,78,0.38461538461538464,0.96,0.43,0.001,76,184,0.0461,2,51.1,1,0.3,112.0,13.0,5.0,0,4,7,2,2,11.773333333333333,8.946666666666667,81.53333333333333,11.08,22.84,20.273333333333333,17.753333333333334,28.69333333333333,37.60666666666667,17.44,42.7,42.11333333333334
2377,12,0.8333333333333334,0.96,0.59,0.4015680100755668,82,207,0.0469,2,51.1,1,0.8,45.0,13.0,5.0,0,4,7,2,1,12.35,9.25,82.35,11.6,24.4,19.8,19.2,32.2,42.05,18.5,44.95,44.6
2378,37,0.08108108108108109,0.24,0.02,0.073,3,13,0.0264,2,51.1,0,5.7,1359.0,1.0,1.0,0,4,7,2,1,7.96,4.56,78.4,4.8,11.6,17.14,8.94,13.18,22.54,11.1,26.66,34.0
2379,28,0.10714285714285714,0.14,0.0,0.071,0,0,0.0186,2,51.1,0,5.5,800.0,1.0,1.0,0,4,7,2,1,7.833333333333333,3.7666666666666666,79.63333333333334,3.7666666666666666,9.333333333333334,16.966666666666665,7.266666666666667,9.733333333333333,17.066666666666666,9.733333333333333,27.8,31.3
2380,21,0.14285714285714285,0.72,0.36,0.4015680100755668,66,140,0.0434,2,0.0,1,0.0,0.0,13.0,5.0,0,4,7,2,2,11.7,7.75,82.85,9.55,21.55,19.15,17.0,26.85,37.0,16.75,42.85,42.4
2381,69,0.5217391304347826,0.56,0.33,0.047,40,83,0.0395,2,51.1,0,3.8,1094.0,9.0,1.0,0,4,7,2,2,10.533333333333333,4.383333333333333,76.86666666666666,5.65,15.983333333333333,21.333333333333332,8.416666666666666,16.633333333333333,26.083333333333332,16.933333333333334,31.366666666666667,38.516666666666666
2382,34,0.2647058823529412,0.98,0.46,0.4015680100755668,97,201,0.0495,2,51.1,1,0.8,52.0,13.0,5.0,0,4,7,2,1,10.95,10.0,78.6,13.0,23.7,23.35,15.45,29.1,38.15,18.15,37.5,38.8
2383,100,-0.01,0.67,0.33,0.357,52,149,0.0411,2,51.1,0,28.7,38653.0,9.0,1.0,0,4,7,2,2,10.754545454545454,5.542424242424242,80.43939393939394,7.027272727272727,19.703030303030303,19.387878787878787,12.236363636363636,20.172727272727272,30.46060606060606,16.01818181818182,39.912121212121214,41.54545454545455
2384,76,0.39473684210526316,0.79,0.51,0.044,65,144,0.0441,2,51.1,0,3.7,1962.0,13.0,1.0,0,4,7,2,1,10.572727272727272,4.3,74.83636363636364,5.845454545454546,16.136363636363637,23.381818181818183,7.290909090909091,17.28181818181818,27.30909090909091,18.954545454545453,29.845454545454544,36.20909090909091
2385,27,-0.07407407407407407,0.94,0.56,0.4015680100755668,82,207,0.0469,2,0.0,0,0.0,0.0,13.0,5.0,0,4,7,2,2,11.516666666666667,7.516666666666667,79.11666666666666,10.116666666666667,24.55,21.216666666666665,14.933333333333334,26.933333333333334,37.55,18.516666666666666,38.61666666666667,44.05
2386,20,-0.15,0.32,0.39,0.4015680100755668,81,167,0.0467,2,0.0,1,0.0,0.0,13.0,5.0,0,4,7,2,1,9.9,5.3,75.6,6.4,15.0,21.4,8.2,16.0,26.1,17.3,28.1,35.6
2387,94,0.2553191489361702,0.74,0.31,0.007,75,189,0.0457,2,51.1,0,0.6,494.0,9.0,1.0,0,4,7,2,1,10.821052631578947,5.978947368421053,79.5,7.41578947368421,17.910526315789475,20.3,11.205263157894736,20.121052631578948,28.4,16.378947368421052,32.84736842105263,39.13157894736842
2388,53,0.3018867924528302,0.44,0.07,0.029,37,65,0.0383,2,51.1,0,2.2,890.0,5.0,1.0,0,4,7,2,1,9.285714285714286,4.271428571428571,76.34285714285714,5.6571428571428575,17.2,18.857142857142858,9.285714285714286,18.357142857142858,27.228571428571428,14.385714285714286,32.02857142857143,38.3
2389,35,0.02857142857142857,0.91,0.42,0.002,76,184,0.0461,2,51.1,1,0.4,49.0,13.0,5.0,0,4,7,2,2,11.42,8.68,82.36,10.6,21.72,19.62,17.04,27.6,36.3,16.64,40.16,42.78
2390,146,0.23972602739726026,0.82,0.43,0.305,84,230,0.0456,2,51.1,0,24.3,43602.0,13.0,1.0,0,4,7,2,2,11.036363636363637,5.470454545454546,79.27045454545454,7.040909090909091,19.820454545454545,19.836363636363636,11.936363636363636,20.818181818181817,31.354545454545455,16.227272727272727,39.14772727272727,43.82954545454545
2391,172,0.2558139534883721,0.77,0.38,0.384,86,241,0.0463,2,51.1,0,32.2,78097.0,14.0,2.0,0,4,7,2,2,10.388311688311688,5.257142857142857,80.16493506493507,6.911688311688311,19.093506493506492,19.71818181818182,11.133766233766234,21.167532467532467,28.01168831168831,16.63896103896104,35.02857142857143,39.24025974025974
2392,12,0.5833333333333334,0.91,0.44,0.4015680100755668,140,275,0.0556,2,0.0,1,0.0,0.0,13.0,5.0,0,4,7,2,1,10.8,7.8,77.8,10.4,22.1,23.6,12.7,23.5,32.7,17.9,34.7,39.5
2393,32,0.5625,0.96,0.54,0.024,82,207,0.0469,2,51.1,0,1.9,605.0,13.0,1.0,0,4,7,2,2,12.381818181818181,7.890909090909091,82.57272727272728,9.681818181818182,22.51818181818182,17.39090909090909,18.945454545454545,29.572727272727274,37.518181818181816,17.381818181818183,45.263636363636365,46.8
2394,10,-0.2,0.01,0.07,0.4015680100755668,17,35,0.0328,2,0.0,0,0.0,0.0,13.0,5.0,0,4,7,2,3,8.933333333333334,5.6,79.5,6.666666666666667,15.4,20.2,9.5,14.9,23.733333333333334,12.7,32.36666666666667,35.266666666666666
2395,78,0.48717948717948717,0.8,0.34,0.705,68,188,0.0436,2,51.1,0,54.9,51849.0,16.0,4.0,0,4,7,2,2,11.448387096774194,6.283870967741936,81.62258064516129,8.05483870967742,21.374193548387098,19.322580645161292,14.125806451612902,23.748387096774195,34.03225806451613,16.858064516129033,36.63870967741936,45.49032258064516
2396,22,-0.13636363636363635,0.41,0.46,0.075,62,143,0.0432,2,51.1,0,6.8,1234.0,5.0,1.0,0,4,7,2,1,11.8,4.133333333333333,74.56666666666666,6.133333333333333,17.6,25.266666666666666,6.8,17.166666666666668,28.3,21.8,29.0,36.666666666666664
2397,137,0.30656934306569344,0.77,0.4,0.146,52,148,0.0404,2,51.1,0,12.4,28538.0,13.0,1.0,0,4,7,2,1,11.104545454545455,5.651515151515151,77.97727272727273,7.193939393939394,17.927272727272726,19.915151515151514,12.742424242424242,21.931818181818183,29.27121212121212,17.118181818181817,33.25909090909091,38.586363636363636
2398,111,0.02702702702702703,0.8,0.42,0.078,79,190,0.0448,2,51.1,0,6.3,6224.0,13.0,1.0,0,4,7,2,2,10.665217391304347,6.8478260869565215,79.40434782608696,8.952173913043477,22.830434782608695,21.730434782608697,13.08695652173913,23.465217391304346,32.43478260869565,16.595652173913045,36.143478260869564,39.95217391304348
2399,39,0.02564102564102564,0.31,0.06,0.053,79,190,0.0448,2,51.1,0,4.3,1098.0,5.0,1.0,0,4,7,2,3,9.66,6.36,78.76,7.72,17.06,21.42,10.36,17.56,26.48,14.62,31.72,36.3
2400,46,0.043478260869565216,0.44,0.22,0.017,81,167,0.0467,2,51.1,0,1.5,377.0,5.0,1.0,0,4,7,2,1,9.866666666666667,6.433333333333334,79.9,7.683333333333334,16.766666666666666,21.366666666666667,10.866666666666667,17.766666666666666,26.683333333333334,14.483333333333333,32.25,35.55
2401,70,0.3,0.35,0.12,0.279,66,140,0.0434,2,51.1,0,22.2,20434.0,5.0,1.0,0,4,7,2,2,10.45,5.703571428571428,80.98571428571428,7.128571428571429,18.78214285714286,17.928571428571427,12.285714285714286,19.82857142857143,29.771428571428572,14.428571428571429,36.22857142857143,41.385714285714286
2402,383,0.08093994778067885,0.19,0.14,0.368,30,72,0.0368,2,51.1,0,30.0,135184.0,2.0,2.0,0,4,7,2,2,9.3,4.517171717171717,78.07070707070707,5.595959595959596,16.29191919191919,19.7020202020202,8.635353535353536,14.971717171717172,22.286868686868686,13.921212121212122,30.23939393939394,38.717171717171716
2403,44,0.25,0.6,0.32,0.009,81,167,0.0467,2,51.1,0,0.7,158.0,9.0,1.0,0,4,7,2,1,10.14,7.36,78.32,9.2,20.22,21.36,12.0,22.02,32.48,16.14,34.72,37.36
2404,38,0.02631578947368421,0.38,0.34,0.031,17,35,0.0328,2,51.1,0,2.8,416.0,5.0,1.0,0,4,7,2,1,10.166666666666666,4.633333333333333,76.73333333333333,5.466666666666667,13.366666666666667,21.066666666666666,8.3,14.566666666666666,23.4,15.7,28.3,36.233333333333334
2405,58,0.25862068965517243,0.72,0.42,0.033,47,82,0.0412,2,51.1,0,2.6,741.0,9.0,1.0,0,4,7,2,2,9.8,6.02,77.76,7.38,17.56,20.76,10.42,19.46,28.26,15.3,32.96,36.56
2406,11,0.45454545454545453,0.96,0.86,0.508,94,98,0.0517,1,96.1,1,33.1,6606.0,14.0,6.0,3,0,1,1,3,10.6,6.94,65.88,7.54,17.68,24.34,12.52,25.84,29.98,16.26,36.26,32.48
2407,24,0.4583333333333333,0.42,0.16,0.35,94,98,0.0517,1,96.1,0,28.5,6435.0,5.0,1.0,3,0,1,1,2,11.116666666666667,7.516666666666667,71.11666666666666,8.55,18.733333333333334,26.783333333333335,11.25,19.333333333333332,22.216666666666665,15.7,31.433333333333334,32.28333333333333
2408,171,0.11695906432748537,0.51,0.37,0.489,114,92,0.0546,1,96.1,0,37.1,75927.0,10.0,2.0,3,0,1,1,3,10.902777777777779,5.469444444444444,69.66388888888889,6.213888888888889,16.177777777777777,26.07777777777778,9.233333333333333,17.33888888888889,23.04722222222222,14.91388888888889,30.916666666666668,33.31944444444444
2409,69,0.37681159420289856,0.68,0.47,0.615,116,102,0.0548,1,96.1,0,49.0,37819.0,11.0,3.0,3,0,1,1,2,9.985714285714286,6.635714285714286,69.44285714285714,6.921428571428572,16.0,24.25,10.242857142857144,18.65,21.57857142857143,13.785714285714286,26.807142857142857,28.67142857142857
2410,84,0.4166666666666667,0.61,0.34,0.606,101,74,0.0524,1,96.1,1,51.4,39731.0,12.0,8.0,3,0,1,1,2,10.757142857142856,7.928571428571429,71.15714285714286,8.19047619047619,16.785714285714285,26.6,11.404761904761905,19.747619047619047,22.466666666666665,14.638095238095238,28.85238095238095,33.766666666666666
2411,335,0.11343283582089553,0.29,0.4,0.551,120,88,0.0556,1,96.1,0,44.0,214801.0,7.0,3.0,3,0,1,1,3,10.707692307692307,5.198076923076923,66.65576923076924,5.943269230769231,14.026923076923078,27.178846153846155,8.971153846153847,16.120192307692307,18.161538461538463,14.185576923076923,33.489423076923075,32.48076923076923
2412,77,0.15584415584415584,0.79,0.52,0.518,154,151,0.0606,1,96.1,0,41.1,45499.0,15.0,3.0,3,0,1,1,0,11.520833333333334,7.216666666666667,67.31666666666666,8.458333333333334,21.025,29.716666666666665,11.1875,21.258333333333333,23.504166666666666,16.45,37.375,36.833333333333336
2413,32,0.1875,0.77,0.53,0.541,116,102,0.0548,1,96.1,0,41.4,17965.0,15.0,3.0,3,0,1,1,3,10.45,6.475,67.8875,7.2625,17.4875,23.925,10.6875,20.5,23.125,14.975,36.35,33.35
2414,51,-0.0196078431372549,0.87,0.63,0.416,139,129,0.0588,1,96.1,0,29.1,27754.0,13.0,1.0,3,0,1,1,3,10.091666666666667,4.933333333333334,63.108333333333334,5.666666666666667,17.575,23.6,9.791666666666666,21.6,24.558333333333334,15.608333333333333,32.84166666666667,35.61666666666667
2415,5,1.8,0.18,0.2,0.272,94,98,0.0517,1,96.1,1,21.9,487.0,1.0,5.0,3,0,1,1,2,10.2,7.8,72.1,7.7,15.0,24.0,11.4,17.8,22.9,13.0,30.9,32.0
2416,82,0.2804878048780488,0.85,0.71,0.475,160,176,0.0621,1,96.1,1,34.4,33614.0,14.0,6.0,3,0,1,1,3,10.45,6.7625,69.49375,7.475,19.04375,25.55,12.01875,22.80625,27.575,15.60625,37.4625,31.95625
2417,75,0.41333333333333333,0.84,0.64,0.501,149,129,0.0599,1,96.1,1,40.6,30479.0,15.0,7.0,3,0,1,1,3,10.90625,7.11875,69.5,8.08125,20.0,27.11875,11.71875,20.8125,23.25,16.14375,36.24375,35.71875
2418,43,0.46511627906976744,0.19,0.32,0.541,97,73,0.0516,1,96.1,1,45.9,39055.0,3.0,7.0,3,0,1,1,2,10.252380952380953,5.814285714285714,70.42380952380952,6.038095238095238,14.50952380952381,23.942857142857143,9.061904761904762,14.9,18.804761904761904,13.157142857142857,26.276190476190475,33.01428571428571
2419,16,0.75,0.24,0.22,0.7,101,74,0.0524,1,96.1,1,62.9,20261.0,4.0,8.0,3,0,1,1,2,10.014285714285714,7.9,72.68571428571428,7.6,14.657142857142857,25.885714285714286,11.542857142857143,17.385714285714286,18.12857142857143,12.67142857142857,28.585714285714285,28.84285714285714
2420,1726,0.13557358053302435,0.29,0.38,0.705,33,22,0.0405,1,96.1,0,59.1,1332199.0,8.0,4.0,3,0,1,1,2,9.321410579345088,4.205793450881612,70.21964735516373,4.252896725440806,11.030478589420655,24.194962216624685,7.469269521410579,12.914861460957178,16.378337531486146,12.446347607052896,22.772544080604533,30.400251889168764
2421,203,0.11822660098522167,0.28,0.27,0.535,106,76,0.0523,1,96.1,0,44.6,121001.0,7.0,3.0,3,0,1,1,2,10.079629629629629,5.303703703703704,70.59814814814816,5.762962962962963,15.327777777777778,25.79259259259259,8.559259259259258,15.581481481481482,18.80185185185185,14.255555555555556,31.17962962962963,33.351851851851855
