county_fips_code,the_number_of_providers,the_average_supply_level,social_vulnerability_index_svi,cvac_level_of_concern_for_vaccination_rollout,percent_adults_fully_vaccinated_against_covid_19_as_of_6_10_21,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,masks_order_code,completeness_pct,metro_status,series_complete_pop_pct,series_complete_yes,series_complete_pop_pct_svi,series_complete_pop_pct_ur_equity,general_gb_order_code,general_gb_order_group,general_or_under_6ft_bans_gatherings_over,stay_at_home_order_code,community_transmission_level,avg_asthma,avg_chd,avg_checkup,avg_copd,avg_smoking,avg_depression,avg_diabetes,avg_ghlth,avg_lpa,avg_mhlth,avg_obesity,avg_sleep
480,17,-0.47058823529411764,0.36,0.3,0.513,316,319,0.0695,2,97.5,1,40.3,6305.0,7.0,7.0,0,4,7,2,2,8.8,7.88,77.62,7.78,19.14,17.22,11.8,17.3,29.84,12.98,37.22,30.32
481,16,0.25,0.2,0.08,0.516,387,407,0.0769,2,97.5,1,39.9,4022.0,2.0,6.0,0,4,7,2,2,8.466666666666667,7.9,78.5,7.666666666666667,17.833333333333332,17.066666666666666,11.9,17.7,30.7,12.933333333333334,37.666666666666664,32.5
482,35,-0.3142857142857143,0.06,0.01,0.491,406,437,0.0795,2,97.5,1,38.9,2704.0,2.0,6.0,0,4,7,2,1,8.5,7.766666666666667,78.63333333333334,7.733333333333333,18.366666666666667,17.066666666666666,11.766666666666667,17.066666666666666,29.266666666666666,12.866666666666667,38.6,31.233333333333334
483,32,-0.1875,0.2,0.02,0.55,319,331,0.0704,2,97.5,1,43.0,3825.0,3.0,7.0,0,4,7,2,1,8.45,7.875,78.85,7.7,18.925,16.45,11.75,17.1,29.6,12.6,35.8,31.325
484,32,0.15625,0.0,0.0,0.608,387,407,0.0769,2,97.5,0,47.8,5850.0,3.0,3.0,0,4,7,2,2,8.15,6.675,79.3,6.275,15.85,15.85,10.15,13.8,25.175,11.6,35.275,28.975
485,16,-0.625,0.12,0.02,0.556,431,471,0.0841,2,97.5,0,44.8,4793.0,3.0,3.0,0,4,7,2,1,8.3,7.433333333333334,78.93333333333334,7.3,17.933333333333334,16.233333333333334,11.266666666666667,16.033333333333335,29.8,12.3,39.46666666666667,31.866666666666667
486,27,-0.037037037037037035,0.12,0.04,0.606,387,407,0.0769,2,97.5,1,47.7,7053.0,3.0,7.0,0,4,7,2,2,8.3,7.0,78.34,6.76,17.46,15.82,10.66,15.46,28.24,12.16,35.76,30.46
487,11,-0.5454545454545454,0.07,0.04,0.487,316,319,0.0695,2,97.5,1,38.4,4077.0,2.0,6.0,0,4,7,2,1,8.35,7.45,79.175,7.275,17.675,16.8,11.425,16.3,28.375,12.275,36.15,31.2
488,36,0.25,0.12,0.04,0.525,387,407,0.0769,2,97.5,1,43.0,7236.0,3.0,7.0,0,4,7,2,1,8.4,7.566666666666666,79.8,7.35,18.05,16.733333333333334,11.25,16.4,29.416666666666668,12.216666666666667,38.18333333333333,28.766666666666666
489,6,-0.6666666666666666,0.06,0.02,0.505,406,437,0.0795,2,97.5,0,39.6,5559.0,2.0,2.0,0,4,7,2,2,8.44,7.16,78.84,7.22,17.92,16.72,11.02,16.22,28.92,12.72,38.28,30.58
490,48,0.0,0.31,0.04,0.5,411,457,0.0808,2,97.5,1,39.9,7963.0,6.0,6.0,0,4,7,2,1,8.6,6.8,78.0,6.92,18.94,16.18,10.6,16.22,28.3,13.06,33.2,31.86
491,30,-0.13333333333333333,0.16,0.07,0.514,369,394,0.0745,2,97.5,1,38.8,3556.0,2.0,6.0,0,4,7,2,2,8.466666666666667,7.5,78.53333333333333,7.333333333333333,18.133333333333333,16.6,10.866666666666667,16.366666666666667,29.666666666666668,12.766666666666667,35.46666666666667,31.233333333333334
492,19,-0.05263157894736842,0.14,0.09,0.493,387,407,0.0769,2,97.5,1,38.3,3656.0,2.0,6.0,0,4,7,2,1,8.425,7.95,78.8,7.65,18.05,16.375,11.775,17.1,29.7,12.725,34.575,31.7
493,15,-0.2,0.09,0.0,0.493,319,331,0.0704,2,97.5,1,37.5,2570.0,2.0,6.0,0,4,7,2,2,8.2,7.666666666666667,79.5,7.3,17.933333333333334,16.033333333333335,11.1,16.033333333333335,29.133333333333333,12.066666666666666,35.9,30.366666666666667
494,59,-0.1016949152542373,0.03,0.01,0.611,393,417,0.0781,2,97.5,1,48.2,7808.0,3.0,7.0,0,4,7,2,1,8.25,6.775,78.475,6.8,17.75,16.25,10.2,15.175,27.625,12.5,34.45,31.125
495,22,0.22727272727272727,0.13,0.1,0.523,343,374,0.0724,2,97.5,1,41.3,8024.0,3.0,7.0,0,4,7,2,2,8.7,7.4,78.68333333333334,7.616666666666667,18.933333333333334,16.766666666666666,11.216666666666667,16.916666666666668,30.383333333333333,13.266666666666667,36.63333333333333,33.6
496,29,-0.034482758620689655,0.25,0.02,0.543,357,357,0.0743,2,97.5,1,43.2,16051.0,7.0,7.0,0,4,7,2,1,8.2,6.566666666666666,78.5111111111111,6.677777777777778,18.18888888888889,15.88888888888889,10.355555555555556,15.355555555555556,28.233333333333334,12.61111111111111,33.34444444444444,31.266666666666666
497,27,0.0,0.49,0.13,0.419,434,482,0.0818,2,97.5,1,36.1,6607.0,6.0,6.0,0,4,7,2,1,8.15,6.65,78.05,6.625,16.85,15.625,10.425,15.6,28.35,12.325,34.6,32.625
498,196,0.02040816326530612,0.27,0.02,0.678,225,250,0.0598,2,97.5,0,57.0,86203.0,8.0,4.0,0,4,7,2,2,8.445833333333333,4.083333333333333,74.52916666666667,4.370833333333334,14.658333333333333,17.970833333333335,6.691666666666666,11.3625,20.079166666666666,13.758333333333333,26.8625,29.008333333333333
499,48,-0.08333333333333333,0.19,0.03,0.571,407,434,0.0796,2,97.5,0,46.0,9516.0,3.0,3.0,0,4,7,2,1,8.84,7.26,78.44,7.24,19.02,16.58,10.92,16.94,28.64,13.04,40.74,30.36
500,6,-0.16666666666666666,0.04,0.02,0.461,434,482,0.0818,2,97.5,1,36.0,3686.0,2.0,6.0,0,4,7,2,2,8.625,7.55,78.6,7.575,19.925,17.025,11.45,16.925,30.375,12.975,36.425,30.975
501,10,-0.6,0.1,0.04,0.522,316,319,0.0695,2,97.5,1,41.2,6101.0,3.0,7.0,0,4,7,2,1,8.5,8.133333333333333,79.98333333333333,7.733333333333333,17.6,16.183333333333334,12.016666666666667,16.816666666666666,30.233333333333334,12.366666666666667,37.35,31.783333333333335
502,45,-0.08888888888888889,0.5,0.04,0.467,411,457,0.0808,2,97.5,1,37.5,12608.0,10.0,6.0,0,4,7,2,2,8.945454545454545,7.381818181818182,77.10909090909091,7.836363636363636,20.89090909090909,17.145454545454545,11.918181818181818,18.29090909090909,31.118181818181817,14.0,37.96363636363636,33.872727272727275
503,370,-0.1972972972972973,0.18,0.01,0.62,335,363,0.071,2,97.5,0,50.0,113284.0,4.0,4.0,0,4,7,2,2,8.402222222222223,5.637777777777778,78.65777777777778,5.8244444444444445,16.56222222222222,18.302222222222223,8.942222222222222,13.88888888888889,25.15111111111111,12.966666666666667,35.24,30.47111111111111
504,10,-0.5,0.46,0.2,0.484,411,457,0.0808,2,97.5,1,38.2,4213.0,6.0,6.0,0,4,7,2,2,8.7,6.666666666666667,77.43333333333334,7.066666666666666,19.766666666666666,15.9,11.1,17.933333333333334,32.266666666666666,13.3,34.13333333333333,33.53333333333333
505,15,-0.4,0.28,0.13,0.445,431,471,0.0841,2,97.5,1,34.6,2977.0,6.0,6.0,0,4,7,2,1,8.65,8.1,79.7,8.05,19.725,16.55,12.1,17.875,29.95,13.175,35.625,33.275
506,24,-0.25,0.04,0.04,0.439,320,312,0.0706,2,97.5,1,31.9,3748.0,2.0,6.0,0,4,7,2,1,8.3,6.9,78.43333333333334,6.733333333333333,17.7,16.333333333333332,10.0,15.2,29.1,12.333333333333334,36.03333333333333,29.8
507,28,-0.21428571428571427,0.02,0.01,0.52,357,357,0.0743,2,97.5,0,40.4,6596.0,3.0,3.0,0,4,7,2,1,8.266666666666667,6.033333333333333,77.9,6.1,17.666666666666668,16.5,9.5,13.933333333333334,27.533333333333335,12.133333333333333,37.53333333333333,31.033333333333335
508,38,0.2631578947368421,0.46,0.03,0.42,434,482,0.0818,2,97.5,1,32.4,7161.0,6.0,6.0,0,4,7,2,1,8.714285714285714,7.1,76.15714285714286,7.214285714285714,18.785714285714285,17.914285714285715,10.514285714285714,16.65714285714286,27.642857142857142,13.928571428571429,33.885714285714286,30.32857142857143
509,50,0.06,0.19,0.01,0.511,357,357,0.0743,2,97.5,1,39.7,13189.0,2.0,6.0,0,4,7,2,1,8.4,6.2375,77.65,6.2375,16.5125,16.05,9.875,14.5,26.4125,12.7625,35.25,30.5
510,51,-0.09803921568627451,0.69,0.14,0.591,393,417,0.0781,2,97.5,1,45.2,17806.0,11.0,7.0,0,4,7,2,1,8.57,7.18,78.62,7.24,18.93,17.76,10.8,19.05,31.1,13.26,41.05,32.28
511,29,0.27586206896551724,0.11,0.01,0.492,406,437,0.0795,2,97.5,0,39.2,5925.0,2.0,2.0,0,4,7,2,2,8.4,6.14,77.32,6.44,18.48,17.4,9.86,15.02,26.42,12.94,36.02,32.72
512,21,0.0,0.09,0.03,0.488,316,319,0.0695,2,97.5,1,37.9,4009.0,2.0,6.0,0,4,7,2,1,8.4,8.0,78.96666666666667,7.566666666666666,17.333333333333332,16.033333333333335,11.666666666666666,16.466666666666665,30.966666666666665,12.466666666666667,34.56666666666667,30.433333333333334
513,6,-0.16666666666666666,0.18,0.02,0.538,319,331,0.0704,2,97.5,1,42.3,3640.0,3.0,7.0,0,4,7,2,1,8.55,8.625,80.175,8.25,18.775,16.375,12.75,18.275,31.175,12.6,39.25,30.45
514,12,-0.5833333333333334,0.25,0.05,0.455,431,471,0.0841,2,97.5,1,35.5,2737.0,6.0,6.0,0,4,7,2,2,8.6,7.533333333333333,78.13333333333334,7.6,19.266666666666666,17.2,11.3,17.2,28.733333333333334,13.133333333333333,35.63333333333333,31.2
515,12,-0.08333333333333333,0.53,0.03,0.544,406,437,0.0795,2,97.5,1,42.7,4232.0,11.0,7.0,0,4,7,2,1,8.65,8.125,79.1,8.225,19.5,16.925,12.0,18.05,31.125,13.2,35.85,31.35
516,57,-0.17543859649122806,0.39,0.03,0.573,407,434,0.0796,2,97.5,1,44.2,18857.0,7.0,7.0,0,4,7,2,2,8.67,6.38,76.99,6.69,18.79,17.31,10.54,17.07,28.08,13.43,38.63,31.96
517,34,-0.08823529411764706,0.23,0.08,0.513,320,312,0.0706,2,97.5,1,39.6,5445.0,2.0,6.0,0,4,7,2,1,8.55,7.825,78.425,7.65,18.3,15.65,11.75,16.775,30.175,12.4,35.975,31.675
518,11,-0.09090909090909091,0.26,0.06,0.47,320,312,0.0706,2,97.5,1,36.3,2163.0,6.0,6.0,0,4,7,2,1,8.55,7.6,78.75,7.45,18.15,16.45,11.25,17.2,29.8,12.75,36.6,31.4
519,26,0.07692307692307693,0.33,0.04,0.497,406,437,0.0795,2,97.5,1,40.9,6176.0,7.0,7.0,0,4,7,2,2,8.5,7.7,78.08333333333333,7.483333333333333,18.95,16.7,11.566666666666666,17.083333333333332,30.716666666666665,12.616666666666667,36.93333333333333,30.95
520,30,-0.4666666666666667,0.17,0.04,0.51,320,312,0.0706,2,97.5,1,39.7,3524.0,2.0,6.0,0,4,7,2,1,8.2,7.325,77.95,6.75,16.1,15.725,10.85,15.05,26.375,11.85,35.55,31.0
521,40,-0.175,0.13,0.02,0.521,405,448,0.0792,2,97.5,0,39.6,9974.0,2.0,2.0,0,4,7,2,2,8.3,6.65,77.01666666666667,6.6,16.75,15.916666666666666,10.083333333333334,15.283333333333333,27.6,12.366666666666667,35.166666666666664,30.883333333333333
522,14,0.21428571428571427,0.15,0.08,0.513,319,331,0.0704,2,97.5,1,40.3,2665.0,3.0,7.0,0,4,7,2,1,8.466666666666667,8.3,79.56666666666666,8.0,19.366666666666667,16.033333333333335,12.0,17.466666666666665,31.833333333333332,12.566666666666666,35.6,30.566666666666666
523,670,-0.10298507462686567,0.38,0.01,0.602,300,304,0.0673,2,97.5,0,47.4,232183.0,7.0,3.0,0,4,7,2,2,8.447422680412371,5.546391752577319,75.26288659793815,5.822680412371134,19.129896907216494,18.99896907216495,9.164948453608247,15.631958762886597,25.604123711340208,13.854639175257732,35.891752577319586,32.488659793814435
524,146,0.136986301369863,0.46,0.04,0.508,406,437,0.0795,2,97.5,0,40.5,37770.0,7.0,3.0,0,4,7,2,2,9.1,6.35,76.92,7.0,21.726666666666667,18.10333333333333,10.38,17.10333333333333,31.536666666666665,14.066666666666666,38.526666666666664,34.18666666666667
525,16,0.125,0.15,0.0,0.548,393,417,0.0781,2,97.5,1,45.2,8358.0,3.0,7.0,0,4,7,2,2,8.4,6.88,78.62,6.72,16.96,16.5,10.26,15.12,26.76,12.64,36.36,30.14
526,25,-0.24,0.13,0.01,0.517,431,471,0.0841,2,97.5,1,40.1,1962.0,3.0,7.0,0,4,7,2,2,8.35,8.45,79.95,7.85,17.3,16.35,12.4,16.9,31.2,12.25,34.85,29.55
527,2,0.0,0.07,0.03,0.527,319,331,0.0704,2,97.5,1,41.1,4000.0,3.0,7.0,0,4,7,2,1,8.2,7.95,80.25,7.4,17.275,15.7,11.475,16.075,28.275,11.925,34.85,30.75
528,285,-0.1543859649122807,0.27,0.02,0.549,336,355,0.0716,2,97.5,0,43.8,75699.0,7.0,3.0,0,4,7,2,2,9.085106382978724,5.923404255319149,77.79148936170213,6.24468085106383,19.368085106382978,17.448936170212765,10.648936170212766,15.302127659574468,25.98085106382979,13.236170212765957,35.02765957446808,34.744680851063826
529,34,-0.029411764705882353,0.13,0.02,0.594,406,437,0.0795,2,97.5,1,46.9,5367.0,3.0,7.0,0,4,7,2,2,8.275,7.6,79.525,7.15,17.475,15.425,11.225,15.95,28.25,12.0,34.875,30.575
530,80,-0.1375,0.22,0.01,0.431,320,312,0.0706,2,97.5,1,31.9,11122.0,2.0,6.0,0,4,7,2,1,8.142857142857142,5.7,76.72857142857143,5.642857142857143,15.728571428571428,15.4,8.942857142857143,13.542857142857143,26.285714285714285,12.285714285714286,32.6,28.3
531,154,-0.12337662337662338,0.21,0.05,0.551,311,342,0.0691,2,97.5,0,48.0,46658.0,3.0,3.0,0,4,7,2,1,8.52,4.22,76.145,4.5,13.88,16.63,6.69,11.88,21.515,14.705,29.31,31.585
532,28,0.32142857142857145,0.33,0.1,0.596,393,417,0.0781,2,97.5,1,46.8,7894.0,7.0,7.0,0,4,7,2,3,8.633333333333333,7.5,79.11666666666666,7.533333333333333,18.8,16.616666666666667,11.466666666666667,17.633333333333333,30.466666666666665,13.083333333333334,37.21666666666667,32.733333333333334
533,30,-0.3333333333333333,0.28,0.14,0.475,431,471,0.0841,2,97.5,1,36.8,2252.0,6.0,6.0,0,4,7,2,2,8.566666666666666,8.366666666666667,79.1,8.166666666666666,19.266666666666666,16.7,12.1,18.5,31.566666666666666,13.0,35.833333333333336,32.1
534,28,-0.10714285714285714,0.45,0.07,0.492,431,471,0.0841,2,97.5,1,38.5,4715.0,6.0,6.0,0,4,7,2,1,8.925,7.325,78.475,7.5,19.125,17.875,11.2,17.225,28.65,13.525,34.475,33.075
535,6,-0.5,0.25,0.23,0.407,434,482,0.0818,2,97.5,1,31.7,2230.0,2.0,6.0,0,4,7,2,1,8.85,8.15,77.6,8.25,20.3,17.3,12.15,18.25,30.8,13.5,37.9,32.8
536,54,-0.16666666666666666,0.74,0.11,0.451,434,482,0.0818,2,97.5,1,35.5,12430.0,10.0,6.0,0,4,7,2,2,9.118181818181819,7.290909090909091,78.31818181818181,7.790909090909091,19.945454545454545,17.972727272727273,11.790909090909091,18.954545454545453,30.618181818181817,14.445454545454545,37.64545454545455,31.09090909090909
537,62,-0.12903225806451613,0.07,0.01,0.56,357,357,0.0743,2,97.5,0,43.5,22379.0,3.0,3.0,0,4,7,2,2,8.35,5.6,77.95,5.658333333333333,16.833333333333332,16.675,8.933333333333334,12.908333333333333,23.175,12.125,36.80833333333333,30.166666666666668
538,38,0.07894736842105263,0.22,0.01,0.562,434,482,0.0818,2,97.5,0,43.5,9560.0,3.0,3.0,0,4,7,2,2,8.48,7.22,78.0,7.14,17.96,16.9,11.08,16.56,28.4,12.58,35.3,33.14
539,23,-0.2608695652173913,0.46,0.29,0.41,431,471,0.0841,2,97.5,1,31.0,1996.0,6.0,6.0,0,4,7,2,1,9.133333333333333,9.2,78.6,9.366666666666667,20.566666666666666,17.066666666666666,13.666666666666666,20.733333333333334,33.86666666666667,14.133333333333333,40.7,32.93333333333333
540,52,0.2692307692307692,0.46,0.04,0.534,387,407,0.0769,2,97.5,1,42.9,15396.0,7.0,7.0,0,4,7,2,2,8.941666666666666,7.333333333333333,76.68333333333334,7.683333333333334,20.525,16.783333333333335,11.333333333333334,17.916666666666668,28.866666666666667,14.258333333333333,37.90833333333333,33.475
541,17,-0.35294117647058826,0.21,0.07,0.515,316,319,0.0695,2,97.5,1,40.8,4224.0,3.0,7.0,0,4,7,2,2,8.366666666666667,7.3,77.9,7.1,17.266666666666666,16.066666666666666,10.8,16.133333333333333,28.866666666666667,12.533333333333333,36.333333333333336,30.566666666666666
542,34,0.20588235294117646,0.01,0.01,0.586,369,394,0.0745,2,97.5,1,48.4,9682.0,3.0,7.0,0,4,7,2,1,8.14,6.06,78.14,5.78,15.36,15.24,9.04,12.96,24.98,11.98,34.26,29.68
543,159,0.08176100628930817,0.7,0.06,0.517,405,448,0.0792,2,97.5,0,39.3,40536.0,10.0,2.0,0,4,7,2,2,8.704,6.088,77.744,6.776,20.344,16.092,10.748,18.4,31.4,14.108,39.416,32.012
544,6,-0.16666666666666666,0.07,0.05,0.49,316,319,0.0695,2,97.5,1,39.4,2910.0,2.0,6.0,0,4,7,2,1,8.266666666666667,7.0,78.6,6.9,17.766666666666666,16.3,10.666666666666666,15.433333333333334,28.6,12.266666666666667,35.3,30.866666666666667
545,27,-0.037037037037037035,0.48,0.1,0.564,387,407,0.0769,2,97.5,1,43.2,5431.0,7.0,7.0,0,4,7,2,1,8.48,8.16,79.3,7.68,17.82,15.7,12.32,17.58,31.04,12.42,42.24,30.8
546,16,0.5625,0.4,0.43,0.389,549,529,0.0963,2,93.3,1,30.7,3800.0,6.0,6.0,0,4,7,2,2,9.92,7.42,74.82,8.28,19.06,19.98,11.92,19.82,33.26,15.24,37.16,34.12
547,4,2.5,0.23,0.63,0.396,549,529,0.0963,2,93.3,1,29.8,2342.0,1.0,5.0,0,4,7,2,2,9.8,8.2,74.9,9.0,20.2,20.35,12.6,20.9,32.55,15.3,38.15,32.95
548,33,0.06060606060606061,0.49,0.62,0.371,578,583,0.101,2,93.3,1,28.9,4652.0,5.0,5.0,0,4,7,2,1,9.95,6.5,74.35,7.375,19.65,20.7,10.6,18.225,31.275,15.25,35.625,33.425
549,12,0.25,0.28,0.64,0.453,552,553,0.0971,2,93.3,1,34.8,1542.0,6.0,6.0,0,4,7,2,0,9.7,8.25,75.3,8.8,19.5,19.65,12.75,20.4,32.65,14.6,36.45,34.65
550,32,0.28125,0.54,0.53,0.383,552,553,0.0971,2,93.3,1,29.5,7600.0,9.0,5.0,0,4,7,2,1,9.95,7.2375,74.95,8.0875,18.8875,19.5125,12.1,20.5375,32.1375,15.35,36.025,33.2375
551,18,0.5555555555555556,0.58,0.41,0.329,549,529,0.0963,2,93.3,1,24.9,3616.0,9.0,5.0,0,4,7,2,2,10.34,7.78,74.8,8.64,19.14,20.42,12.56,20.62,31.6,16.18,38.8,35.2
552,21,0.3333333333333333,0.27,0.36,0.542,491,455,0.0892,2,93.3,1,41.4,3955.0,7.0,7.0,0,4,7,2,1,9.933333333333334,7.633333333333333,75.8,8.266666666666667,19.2,19.9,12.6,20.166666666666668,32.13333333333333,14.833333333333334,41.13333333333333,32.86666666666667
553,77,0.6623376623376623,0.26,0.32,0.406,449,418,0.0845,2,93.3,0,31.2,20883.0,6.0,2.0,0,4,7,2,2,9.892307692307693,5.8,71.86153846153846,6.6923076923076925,17.73846153846154,19.384615384615383,9.746153846153847,16.676923076923078,29.20769230769231,14.492307692307692,35.30769230769231,35.36923076923077
554,6,-0.5,0.41,0.69,0.411,482,478,0.0885,2,93.3,1,33.4,885.0,6.0,6.0,0,4,7,2,0,9.3,7.8,75.7,8.1,17.4,18.9,12.4,19.0,30.9,13.6,35.1,32.9
555,40,-0.1,0.38,0.56,0.36,593,619,0.1035,2,93.3,1,28.2,5622.0,5.0,5.0,0,4,7,2,0,10.483333333333333,7.35,72.95,8.616666666666667,20.983333333333334,21.6,12.083333333333334,20.616666666666667,31.1,15.833333333333334,37.56666666666667,32.93333333333333
556,6,-0.3333333333333333,0.1,0.32,0.407,517,511,0.0919,2,93.3,1,32.3,858.0,2.0,6.0,0,4,7,2,0,9.2,9.2,77.6,8.9,16.8,18.5,13.6,20.3,32.6,13.1,35.4,31.7
557,2,0.0,0.31,0.14,0.465,525,536,0.0932,2,93.3,1,35.7,711.0,6.0,6.0,0,4,7,2,2,9.3,7.9,77.1,7.9,16.3,19.4,12.0,18.6,31.0,13.2,34.9,31.7
558,23,0.5217391304347826,0.05,0.5,0.506,498,481,0.0903,2,93.3,1,39.2,3136.0,2.0,6.0,0,4,7,2,1,9.2,7.15,76.6,7.5,16.45,19.0,11.15,17.55,28.35,13.3,37.25,31.15
559,20,0.5,0.27,0.52,0.424,498,481,0.0903,2,93.3,1,33.0,2899.0,6.0,6.0,0,4,7,2,3,9.675,7.7,75.625,8.125,17.4,20.275,11.825,18.875,32.3,14.575,35.675,34.95
560,21,-0.19047619047619047,0.2,0.33,0.453,482,478,0.0885,2,93.3,1,35.6,2908.0,2.0,6.0,0,4,7,2,3,9.466666666666667,6.866666666666667,75.56666666666666,7.6,17.733333333333334,19.533333333333335,11.366666666666667,17.966666666666665,28.533333333333335,13.9,36.63333333333333,32.833333333333336
561,5,-0.8,0.08,0.19,0.447,552,553,0.0971,2,93.3,1,34.3,583.0,2.0,6.0,0,4,7,2,3,9.4,8.0,77.3,8.2,17.0,19.3,12.5,18.4,31.0,13.2,36.1,31.8
562,56,0.625,0.73,0.48,0.422,513,510,0.0921,2,93.3,1,33.0,11529.0,10.0,6.0,0,4,7,2,1,10.127272727272727,6.8,73.74545454545455,7.636363636363637,20.045454545454547,20.5,11.427272727272728,19.89090909090909,34.154545454545456,15.645454545454545,39.35454545454545,35.36363636363637
563,51,0.09803921568627451,0.7,0.5,0.399,593,619,0.1035,2,93.3,1,31.8,12340.0,10.0,6.0,0,4,7,2,3,10.2,6.081818181818182,72.03636363636363,7.2,18.927272727272726,20.472727272727273,10.063636363636364,18.272727272727273,30.418181818181818,16.345454545454544,36.39090909090909,34.654545454545456
564,3,2.3333333333333335,0.16,0.39,0.374,517,511,0.0919,2,93.3,1,30.1,850.0,2.0,6.0,0,4,7,2,0,9.25,8.75,77.9,8.65,16.95,18.35,13.2,19.4,31.1,12.9,34.85,32.1
565,34,-0.058823529411764705,0.33,0.52,0.476,498,481,0.0903,2,93.3,1,37.1,6851.0,6.0,6.0,0,4,7,2,0,9.566666666666666,7.183333333333334,75.26666666666667,7.95,18.316666666666666,19.683333333333334,11.716666666666667,19.116666666666667,31.7,14.5,37.36666666666667,35.78333333333333
566,11,0.5454545454545454,0.23,0.5,0.368,578,583,0.101,2,93.3,0,29.3,2229.0,1.0,1.0,0,4,7,2,2,9.9,6.733333333333333,74.03333333333333,7.4,18.633333333333333,20.266666666666666,10.966666666666667,18.533333333333335,30.633333333333333,15.133333333333333,37.233333333333334,34.6
567,135,0.4,0.22,0.37,0.526,427,435,0.0825,2,93.3,0,44.9,54845.0,3.0,3.0,0,4,7,2,2,10.163636363636364,4.077272727272727,71.19090909090909,4.8136363636363635,15.209090909090909,22.831818181818182,7.254545454545455,13.836363636363636,23.545454545454547,16.631818181818183,26.69090909090909,32.29545454545455
568,38,0.5,0.16,0.37,0.438,517,511,0.0919,2,93.3,1,35.0,9987.0,2.0,6.0,0,4,7,2,2,9.666666666666666,5.6,72.3,6.383333333333333,16.55,19.816666666666666,8.95,16.083333333333332,26.9,15.383333333333333,34.166666666666664,34.31666666666667
569,5,-0.8,0.4,0.49,0.464,498,481,0.0903,2,93.3,1,38.2,2334.0,6.0,6.0,0,4,7,2,1,9.25,7.2,74.7,7.45,17.6,18.4,11.6,18.3,29.15,13.55,37.35,35.25
570,42,0.5,0.82,0.58,0.334,525,536,0.0932,2,93.3,1,24.8,9035.0,13.0,5.0,0,4,7,2,2,9.55,5.316666666666666,72.04166666666667,6.158333333333333,19.741666666666667,18.833333333333332,10.991666666666667,22.766666666666666,34.391666666666666,15.758333333333333,38.175,33.74166666666667
571,32,0.625,0.86,0.68,0.359,525,536,0.0932,2,93.3,1,26.4,8884.0,13.0,5.0,0,4,7,2,1,9.242857142857144,5.914285714285715,70.82857142857142,6.5285714285714285,19.485714285714284,18.685714285714287,11.857142857142858,24.042857142857144,36.18571428571428,15.414285714285715,40.9,35.98571428571429
572,24,0.041666666666666664,0.21,0.5,0.433,549,529,0.0963,2,93.3,1,33.5,8568.0,2.0,6.0,0,4,7,2,2,9.92,5.96,72.74,7.1,18.9,20.36,9.92,17.86,27.94,15.34,36.18,35.6
573,39,0.5897435897435898,0.66,0.49,0.48,550,612,0.0947,2,93.3,1,33.8,10704.0,10.0,6.0,0,4,7,2,0,10.4125,4.1625,71.8,5.325,20.0625,19.95,8.7375,17.7875,28.175,17.1,35.0875,39.1625
574,3,0.0,0.1,0.27,0.488,517,511,0.0919,2,93.3,1,37.1,979.0,2.0,6.0,0,4,7,2,2,9.35,8.6,76.6,8.7,16.85,18.65,12.65,19.45,31.85,13.35,34.2,31.45
575,13,0.3076923076923077,0.38,0.72,0.424,525,536,0.0932,2,93.3,1,30.2,2162.0,6.0,6.0,0,4,7,2,1,9.55,5.75,71.15,6.75,19.4,18.85,11.05,21.65,33.7,15.05,37.85,32.85
576,13,1.3076923076923077,0.27,0.37,0.37,525,536,0.0932,2,93.3,1,27.7,1659.0,5.0,5.0,0,4,7,2,2,9.7,5.8,72.0,6.85,18.05,20.0,9.65,18.65,29.45,14.75,37.95,31.55
577,5,-0.2,0.58,0.22,0.519,517,511,0.0919,2,93.3,1,38.0,468.0,10.0,6.0,0,4,7,2,1,9.3,7.4,75.9,7.5,16.2,18.6,11.7,18.6,29.6,13.2,34.6,32.3
578,3,1.3333333333333333,0.26,0.76,0.348,525,536,0.0932,2,93.3,1,24.9,631.0,5.0,5.0,0,4,7,2,1,9.7,6.5,71.9,7.4,19.2,19.2,11.1,21.5,33.3,15.1,37.1,34.1
579,15,-0.5333333333333333,0.32,0.49,0.451,552,553,0.0971,2,93.3,1,34.1,1855.0,6.0,6.0,0,4,7,2,3,9.866666666666667,8.633333333333333,75.5,9.366666666666667,19.566666666666666,19.933333333333334,13.333333333333334,21.466666666666665,34.7,14.8,37.8,33.0
580,49,-0.02040816326530612,0.34,0.27,0.409,483,439,0.0893,2,93.3,0,31.9,10973.0,6.0,2.0,0,4,7,2,2,9.516666666666667,6.5,74.15,6.666666666666667,15.983333333333333,18.733333333333334,10.55,17.216666666666665,29.55,13.633333333333333,32.0,30.766666666666666
581,4,2.0,0.41,0.61,0.353,525,536,0.0932,2,93.3,1,25.7,1021.0,5.0,5.0,0,4,7,2,2,10.2,6.5,71.9,7.9,20.1,20.4,11.9,23.1,33.7,16.0,38.7,34.1
582,5,-0.2,0.11,0.24,0.439,525,536,0.0932,2,93.3,1,33.8,607.0,2.0,6.0,0,4,7,2,1,9.2,7.3,76.8,7.3,15.7,18.8,11.6,17.3,27.6,12.8,34.8,31.6
